id,datetime,text,thread_text,status,category,subcategory,hashtags
2025111114,2025-11-11 18:00,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。

教室の時計が一度だけ長く鳴る。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=introspect;end=yoin;br=4;concept=observation;tense=present;emoji=0;thread=no
2025111115,2025-11-11 18:30,"窓ぎわに立ったとき、窓ぎわの天気予報の匂いが薄く流れ込んだ。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

黒板の端に小さな点を一つ残した。明日の私への目印だった。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=sensory;end=softhook;br=3;concept=observation;tense=past;emoji=0;thread=no
2025111116,2025-11-11 19:00,"窓ぎわに立つと、窓ぎわの天気予報の匂いが薄く流れ込む。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,窓ぎわの天気予報,exp:len=L;op=sensory;end=yoin;br=3;concept=object;tense=present;emoji=0;thread=no
2025111117,2025-11-11 19:30,"窓ぎわに立つと、窓ぎわの天気予報の匂いが薄く流れ込む。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。

（少しだけ、胸のあたりが軽い🙂）

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,窓ぎわの天気予報,exp:len=L;op=sensory;end=softhook;br=3;concept=parent;tense=present;emoji=0;thread=no
2025111118,2025-11-11 20:00,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。

教室の時計が一度だけ長く鳴る。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=dialogue;end=yoin;br=4;concept=observation;tense=present;emoji=0;thread=yes
2025111119,2025-11-11 20:30,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=introspect;end=yoin;br=2;concept=observation;tense=present;emoji=0;thread=yes
2025111120,2025-11-11 21:00,"窓ぎわに立ったとき、窓ぎわの天気予報の匂いが薄く流れ込んだ。

教室の時計が一度だけ長く鳴る。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少し静かになった。私はその静けさをポケットにしまった。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=sensory;end=yoin;br=4;concept=observation;tense=past;emoji=0;thread=yes
2025111121,2025-11-11 21:30,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。

（少しだけ、胸のあたりが軽い🙂）

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,窓ぎわの天気予報,exp:len=L;op=dialogue;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111122,2025-11-11 22:00,"窓ぎわに立つと、窓ぎわの天気予報の匂いが薄く流れ込む。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=yes
2025111123,2025-11-11 22:30,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,窓ぎわの天気予報,exp:len=S;op=dialogue;end=softhook;br=2;concept=observation;tense=present;emoji=0;thread=no
2025111124,2025-11-11 23:00,"「先生、きょうの窓ぎわの天気予報は晴れ？」と誰かが聞く。
連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=dialogue;end=softhook;br=2;concept=parent;tense=present;emoji=0;thread=yes
2025111125,2025-11-11 23:30,"黒板の粉を払うたび、窓ぎわの天気予報に似た形の雲が浮かぶのを思う。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、窓ぎわの天気予報は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,窓ぎわの天気予報,exp:len=M;op=introspect;end=yoin;br=3;concept=teacher;tense=present;emoji=0;thread=no
2025111201,2025-11-12 08:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111202,2025-11-12 09:30,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111203,2025-11-12 11:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111204,2025-11-12 12:30,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111205,2025-11-12 14:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111206,2025-11-12 15:30,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111207,2025-11-12 17:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111208,2025-11-12 18:30,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111209,2025-11-12 20:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111210,2025-11-12 21:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=yes
2025111211,2025-11-12 22:00,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111212,2025-11-12 23:30,"放課後の教室は、光の向きがゆっくり変わる。放課後の光線は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,放課後の光線,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=yes
2025111301,2025-11-13 08:30,"「先生、きょうのしおりの住所は晴れ？」と誰かが聞く。
配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=S;op=dialogue;end=yoin;br=2;concept=teacher;tense=present;emoji=0;thread=no
2025111302,2025-11-13 09:30,"「先生、きょうのしおりの住所は晴れ？」と誰かが聞く。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,しおりの住所,exp:len=M;op=dialogue;end=softhook;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111303,2025-11-13 11:00,"『先生、きょうのしおりの住所は晴れ？』と誰かが聞いた。
配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

黒板の端に小さな点を一つ残した。明日の私への目印だった。",,pending,教室短編,しおりの住所,exp:len=M;op=dialogue;end=softhook;br=2;concept=teacher;tense=past;emoji=0;thread=no
2025111304,2025-11-13 12:00,"窓ぎわに立ったとき、しおりの住所の匂いが薄く流れ込んだ。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

黒板の端に小さな点を一つ残した。明日の私への目印だった。",,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=softhook;br=3;concept=parent;tense=past;emoji=0;thread=no
2025111305,2025-11-13 13:00,"窓ぎわに立ったとき、しおりの住所の匂いが薄く流れ込んだ。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、しおりの住所は少し静かになった。私はその静けさをポケットにしまった。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,しおりの住所,exp:len=L;op=sensory;end=yoin;br=3;concept=object;tense=past;emoji=0;thread=no
2025111306,2025-11-13 13:30,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。

（少しだけ、胸のあたりが軽い🙂）

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,しおりの住所,exp:len=L;op=sensory;end=softhook;br=3;concept=parent;tense=present;emoji=0;thread=no
2025111307,2025-11-13 14:00,"『先生、きょうのしおりの住所は晴れ？』と誰かが聞いた。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、しおりの住所は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,しおりの住所,exp:len=S;op=dialogue;end=yoin;br=3;concept=teacher;tense=past;emoji=0;thread=no
2025111308,2025-11-13 15:00,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=S;op=introspect;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111309,2025-11-13 15:30,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。
配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=yoin;br=2;concept=teacher;tense=present;emoji=0;thread=no
2025111310,2025-11-13 16:00,"「先生、きょうのしおりの住所は晴れ？」と誰かが聞く。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=S;op=dialogue;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111311,2025-11-13 16:30,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

教室の時計が一度だけ長く鳴る。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,しおりの住所,exp:len=S;op=introspect;end=softhook;br=4;concept=object;tense=present;emoji=0;thread=no
2025111312,2025-11-13 17:00,"窓ぎわに立ったとき、しおりの住所の匂いが薄く流れ込んだ。

教室の時計が一度だけ長く鳴る。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少し静かになった。私はその静けさをポケットにしまった。",,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=yoin;br=4;concept=observation;tense=past;emoji=0;thread=no
2025111313,2025-11-13 17:30,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かんでいたのを思い出す。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少し静かになった。私はその静けさをポケットにしまった。

（少しだけ、胸のあたりが軽い🙂）

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,しおりの住所,exp:len=L;op=introspect;end=yoin;br=3;concept=observation;tense=past;emoji=0;thread=no
2025111314,2025-11-13 18:00,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かんでいたのを思い出す。

教室の時計が一度だけ長く鳴る。

連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

チャイムの前後だけ、しおりの住所は少し静かになった。私はその静けさをポケットにしまった。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",,pending,教室短編,しおりの住所,exp:len=L;op=introspect;end=yoin;br=4;concept=parent;tense=past;emoji=0;thread=no
2025111315,2025-11-13 18:30,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。

（少しだけ、胸のあたりが軽い🙂）",,pending,教室短編,しおりの住所,exp:len=S;op=introspect;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111316,2025-11-13 19:00,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。
連絡帳の余白に短い返事を書く。説明のない安心が、ときどき一番届く。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=S;op=sensory;end=yoin;br=2;concept=parent;tense=present;emoji=0;thread=no
2025111317,2025-11-13 19:30,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。

（少しだけ、胸のあたりが軽い🙂）",,pending,教室短編,しおりの住所,exp:len=S;op=introspect;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111318,2025-11-13 20:00,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。
子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。

窓の外の雲は、ノートの罫線みたいに細く重なっていた。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,しおりの住所,exp:len=L;op=sensory;end=softhook;br=2;concept=observation;tense=present;emoji=0;thread=yes
2025111319,2025-11-13 20:30,"「先生、きょうのしおりの住所は晴れ？」と誰かが聞く。

教室の時計が一度だけ長く鳴る。

窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,しおりの住所,exp:len=M;op=dialogue;end=yoin;br=4;concept=object;tense=present;emoji=0;thread=yes
2025111320,2025-11-13 21:00,"「先生、きょうのしおりの住所は晴れ？」と誰かが聞く。

教室の時計が一度だけ長く鳴る。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,しおりの住所,exp:len=M;op=dialogue;end=yoin;br=4;concept=observation;tense=present;emoji=0;thread=yes
2025111321,2025-11-13 21:30,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。
窓枠は季節の重さで少しきしむ。鉛筆立ては、昼休みになると光の帯の中に避難する。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=yoin;br=2;concept=object;tense=present;emoji=0;thread=no
2025111322,2025-11-13 22:00,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。

配るプリントを一枚だけ残し、手の中で折り目を感じる。言葉より先に、視線の高さを揃える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=yoin;br=3;concept=teacher;tense=present;emoji=0;thread=yes
2025111323,2025-11-13 22:30,"窓ぎわに立つと、しおりの住所の匂いが薄く流れ込む。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",,pending,教室短編,しおりの住所,exp:len=M;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111324,2025-11-13 23:00,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

チャイムの前後だけ、しおりの住所は少しだけ静かになる。私はその静けさをポケットにしまう。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,しおりの住所,exp:len=M;op=introspect;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=yes
2025111325,2025-11-13 23:30,"黒板の粉を払うたび、しおりの住所に似た形の雲が浮かぶのを思う。

子どもたちの目線は低く、机の角で風が曲がる。私は何も言わず、その曲がり方だけを覚える。

黒板の端に小さな点を一つ。明日の私が見つける目印にする。",,pending,教室短編,しおりの住所,exp:len=M;op=introspect;end=softhook;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111401,2025-11-14 08:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111402,2025-11-14 09:30,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111403,2025-11-14 11:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111404,2025-11-14 12:30,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111405,2025-11-14 14:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111406,2025-11-14 15:30,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111407,2025-11-14 17:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111408,2025-11-14 18:30,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111409,2025-11-14 20:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
2025111410,2025-11-14 21:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",黒板の端に指を置いて、深呼吸を一つ。合図は音じゃなくて、ここにある。,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=yes
2025111411,2025-11-14 22:00,"放課後の教室は、光の向きがゆっくり変わる。休符の居場所は窓の端で細く折れて、黒板の粉の上に落ちる。

私は急がない。子どもたちが帰ったあとにだけ見える線を、一本ずつ確かめる。

声を使わない合図の練習は、たいてい静かな場所でうまくいく。

明日の私が見つけられるように、黒板の端に小さな点を一つ置いておく。",,pending,教室短編,休符の居場所,exp:ppd=12;len=L;op=sensory;end=yoin;br=3;concept=observation;tense=present;emoji=0;thread=no
